animals_code,name,sex,age,species_code,herd,capture_site,data_source,note,insert_timestamp,commonHerd,coreGYE,Fed
ELK_253,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_782,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_783,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_784,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_785,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_786,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_850,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_852,,"","",1,Fall Creek,Dog Creek,WGFD,"",2020-02-24 12:52:06,Fall Creek,NO,YES
ELK_516,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_517,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_518,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_519,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_669,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_670,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_671,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_672,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_673,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_845,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_849,,"","",1,Fall Creek,Horse Creek,WGFD,"",2020-02-24 12:52:05,Fall Creek,NO,YES
ELK_034,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_035,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_036,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_037,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_144,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_145,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_146,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_147,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_191,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_193,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_194,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_847,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
ELK_848,,"","",1,Fall Creek,South Park,WGFD,"",2020-02-24 12:52:07,Fall Creek,NO,YES
22004,,M,3,1,Gallatin,Teepee,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
22049,,F,8,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
22061,,F,11,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
22071,,F,14,1,Gallatin,Taylor Fork,"Montana FWP, 2020",Madison,2020-03-31 11:06:14,Gallatin,YES,NO
22129,,F,15,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
22140,,F,2,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
22164,,F,11,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32004,,M,2,1,Gallatin,Teepee,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32020,,F,4,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32049,,M,2,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32061,,F,4,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32071,,F,4,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32129,,F,12,1,Gallatin,Teepee,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32140,,M,6,1,Gallatin,Teepee,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
32164,,F,14,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42020,,F,10,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42049,,F,4,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42061,,M,10,1,Gallatin,Teepee,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42091,,F,6,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42129,,F,14,1,Gallatin,Taylor Fork,"Montana FWP, 2020",injured Rt. Front foot,2020-03-31 11:06:14,Gallatin,YES,NO
42140,,M,4,1,Gallatin,Porcupine,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
42164,,F,4,1,Gallatin,Taylor Fork,"Montana FWP, 2020","",2020-03-31 11:06:14,Gallatin,YES,NO
39062,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39534,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39593,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39594,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43141,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43146,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43149,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43154,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43155,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43156,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43159,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43160,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
37997,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43147,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43157,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43151,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43142,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43145,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43148,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43150,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43158,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
46802,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39543,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
37988,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43152,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43153,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43143,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39044,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39544,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43144,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39539,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39045,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39060,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39540,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39058,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39059,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39063,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39048,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39037,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39596,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39062,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39534,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39593,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39594,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43141,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43146,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43149,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43154,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43155,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43156,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43159,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43160,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
37997,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43147,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43157,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43151,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43142,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43145,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43148,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43150,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43158,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
46802,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39543,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
37988,,"","",1,Gooseberry,Pitchfork South,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43152,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43153,,"","",1,Gooseberry,Wood River,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43143,,"","",1,Gooseberry,Sunshine,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39044,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39544,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
43144,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39539,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39045,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39060,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39540,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39058,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39059,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39063,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39048,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39037,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
39596,,"","",1,Gooseberry,Gooseberry,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Gooseberry,YES,NO
NA14003,,F,4,1,Greeley,Mt. Greeley,"Montana FWP, 2020",Harvested by Doug Campbell 10/22/16 in McLeod Basin,2020-03-31 11:06:14,Greeley,NO,NO
NA14004,,F,4,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14006,,F,7,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14009,,F,4,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14011,,F,3,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14015,,F,3,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14017,,F,5,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14020,,F,3,1,Greeley,Mt. Greeley,"Montana FWP, 2020",Middle 2 numbers eartags maybe switched,2020-03-31 11:06:14,Greeley,NO,NO
NA14021,,F,4,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14022,,F,1,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14026,,F,3,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14027,,F,3,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14030,,F,7,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14035,,F,3,1,Greeley,McLeod Basin,"Montana FWP, 2020",Old injury to left rear leg; leg shorter,2020-03-31 11:06:14,Greeley,NO,NO
NA14039,,F,3,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14040,,F,6,1,Greeley,McLeod Basin,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14049,,F,2,1,Greeley,Mt. Greeley,"Montana FWP, 2020",Waypoint may be wrong,2020-03-31 11:06:14,Greeley,NO,NO
NA14051,,F,9,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
NA14060,,F,9,1,Greeley,Mt. Greeley,"Montana FWP, 2020",Time 14:40 - missing waypoint,2020-03-31 11:06:14,Greeley,NO,NO
NA14062,,F,4,1,Greeley,Mt. Greeley,"Montana FWP, 2020","",2020-03-31 11:06:14,Greeley,NO,NO
ELK_654,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_655,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_656,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_657,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_658,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_702,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_703,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_705,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_706,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_774,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_775,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_776,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_933,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_934,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_935,,"","",1,Green River,Black Butte,WGFD,"",2020-02-24 12:52:05,Green River,NO,YES
ELK_1251,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_148,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_150,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_151,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_522,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_523,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_524,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_810,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_811,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_812,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_813,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_922,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_923,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_924,,"","",1,Green River,Green River Lakes,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_196,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_199,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_200,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_201,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_206,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_207,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_208,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_221,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
ELK_227,,"","",1,Green River,UG NWR,WGFD,"",2020-02-24 12:52:06,Green River,NO,YES
BRUC15042,,F,"",1,Greycliff,Greycliff,"Montana FWP, 2020","",2020-03-31 11:06:14,Greycliff,NO,NO
ELK_007,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_008,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_010,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_011,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_092,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_094,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_095,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_096,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_383,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_650,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_653,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_911,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_914,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_916,,"","",1,Hoback,Dell Creek,WGFD,"",2020-02-24 12:52:05,Hoback,NO,YES
ELK_393,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_394,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_395,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_396,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_532,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_649,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_659,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_660,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_674,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_675,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_676,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_689,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_690,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_691,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_692,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_708,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_709,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_710,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_711,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_712,,"","",1,Hoback,McNeel,WGFD,"",2020-02-24 12:52:07,Hoback,NO,YES
ELK_245,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_246,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_247,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_248,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_249,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_250,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
ELK_661,,"","",1,Jackson,Alkali,WGFD,"",2020-02-24 12:52:05,Jackson,YES,NO
